progress_id,ship_no,process_code,workshop_code,period_date,plan_qty,actual_qty,complete_rate,deviation_rate,delay_days,risk_level,batch_code,quality_pass_qty,rework_qty,source_type,anomaly_flag
P0003890,H2601,YCL,WSB,2025-05-20,29.29,17.79,0.6074,-0.3926,12,高,批次01-202505,17.36,0.43,衍生模拟,源头异常
P0003891,H2601,ZZTP,WSC,2025-05-20,19.79,20.38,1.0298,0.0298,0,低,批次01-202505,20.04,0.34,衍生模拟,
P0003892,H2601,ZZTP,WSD,2025-05-20,20.21,20.57,1.0178,0.0178,0,低,批次01-202505,20.1,0.47,衍生模拟,
P0003893,H2601,AZTP,WSE,2025-05-20,19.7,18.05,0.9162,-0.0838,2,中,批次01-202505,17.52,0.53,衍生模拟,
P0003894,H2601,AZTP,WSF,2025-05-20,14.76,13.56,0.9187,-0.0813,2,中,批次01-202505,13.38,0.18,衍生模拟,
P0003895,H2602,YCL,WSA,2025-05-20,36.62,35.6,0.9721,-0.0279,1,低,批次01-202505,35.23,0.37,衍生模拟,
P0003896,H2602,YCL,WSB,2025-05-20,31.52,31,0.9835,-0.0165,0,低,批次01-202505,30.3,0.7,衍生模拟,
P0003897,H2602,ZZTP,WSC,2025-05-20,27.28,27.41,1.0048,0.0048,0,低,批次01-202505,26.57,0.84,衍生模拟,
P0003898,H2602,ZZTP,WSD,2025-05-20,21.5,21.41,0.9958,-0.0042,0,低,批次01-202505,21.11,0.3,衍生模拟,
P0003899,H2602,AZTP,WSE,2025-05-20,18.59,18.24,0.9812,-0.0188,0,低,批次01-202505,18.11,0.13,衍生模拟,
P0003900,H2602,AZTP,WSF,2025-05-20,15.42,15.07,0.9773,-0.0227,1,低,批次01-202505,14.97,0.1,衍生模拟,
P0003901,H2603,YCL,WSA,2025-05-20,33.65,32.61,0.9691,-0.0309,1,低,批次02-202505,32.4,0.21,衍生模拟,
P0003902,H2603,YCL,WSB,2025-05-20,29.31,28.43,0.97,-0.03,1,低,批次02-202505,27.99,0.44,衍生模拟,
P0003903,H2603,ZZTP,WSC,2025-05-20,22.94,21.96,0.9573,-0.0427,1,低,批次02-202505,21.47,0.49,衍生模拟,
P0003904,H2603,ZZTP,WSD,2025-05-20,22.11,21.14,0.9561,-0.0439,1,低,批次02-202505,20.58,0.56,衍生模拟,
P0003905,H2603,AZTP,WSE,2025-05-20,18.17,18.09,0.9956,-0.0044,0,低,批次02-202505,17.6,0.49,衍生模拟,
P0003906,H2603,AZTP,WSF,2025-05-20,18.58,18.19,0.979,-0.021,1,低,批次02-202505,17.75,0.44,衍生模拟,
P0003907,H2604,YCL,WSA,2025-05-20,36.44,32.79,0.8998,-0.1002,3,中,批次02-202505,32.09,0.7,衍生模拟,
P0003908,H2604,YCL,WSB,2025-05-20,34.86,30.87,0.8855,-0.1145,3,中,批次02-202505,30.51,0.36,衍生模拟,
P0003909,H2604,ZZTP,WSC,2025-05-20,26.58,25.12,0.9451,-0.0549,2,中,批次02-202505,24.47,0.65,衍生模拟,
P0003910,H2604,ZZTP,WSD,2025-05-20,21.52,20.2,0.9387,-0.0613,2,中,批次02-202505,20.04,0.16,衍生模拟,
P0003911,H2604,AZTP,WSE,2025-05-20,21.61,19.18,0.8876,-0.1124,3,中,批次02-202505,18.61,0.57,衍生模拟,
P0003912,H2604,AZTP,WSF,2025-05-20,20.18,17.85,0.8845,-0.1155,3,中,批次02-202505,17.26,0.59,衍生模拟,
P0003913,H2605,YCL,WSA,2025-05-20,37.06,35.14,0.9482,-0.0518,2,中,批次03-202505,34.32,0.82,衍生模拟,
P0003914,H2605,YCL,WSB,2025-05-20,31.46,29.47,0.9367,-0.0633,2,中,批次03-202505,28.87,0.6,衍生模拟,
P0003915,H2605,ZZTP,WSC,2025-05-20,26.16,26.71,1.021,0.021,0,低,批次03-202505,26.33,0.38,衍生模拟,
P0003916,H2605,ZZTP,WSD,2025-05-20,22.18,22.7,1.0234,0.0234,0,低,批次03-202505,21.94,0.76,衍生模拟,
P0003917,H2605,AZTP,WSE,2025-05-20,23.05,22.67,0.9835,-0.0165,0,低,批次03-202505,21.92,0.75,衍生模拟,
P0003918,H2605,AZTP,WSF,2025-05-20,22.44,21.71,0.9675,-0.0325,1,低,批次03-202505,21.09,0.62,衍生模拟,
P0003919,H2606,YCL,WSA,2025-05-20,40.05,39.28,0.9808,-0.0192,0,低,批次03-202505,37.96,1.32,衍生模拟,
P0003920,H2606,YCL,WSB,2025-05-20,39.91,38.74,0.9707,-0.0293,1,低,批次03-202505,37.7,1.04,衍生模拟,
P0003921,H2606,ZZTP,WSC,2025-05-20,26.39,26.25,0.9947,-0.0053,0,低,批次03-202505,25.7,0.55,衍生模拟,
P0003922,H2606,ZZTP,WSD,2025-05-20,24.64,24.57,0.9972,-0.0028,0,低,批次03-202505,23.98,0.59,衍生模拟,
P0003923,H2606,AZTP,WSE,2025-05-20,24.21,24.21,1,0,0,低,批次03-202505,23.54,0.67,衍生模拟,
P0003924,H2606,AZTP,WSF,2025-05-20,20.39,20.31,0.9961,-0.0039,0,低,批次03-202505,19.81,0.5,衍生模拟,
P0003925,H2601,YCL,WSA,2025-05-21,34.47,21.75,0.631,-0.369,12,高,批次01-202505,21.54,0.21,衍生模拟,源头异常
P0003926,H2601,YCL,WSB,2025-05-21,25.45,15.97,0.6275,-0.3725,12,高,批次01-202505,15.5,0.47,衍生模拟,源头异常
P0003927,H2601,ZZTP,WSC,2025-05-21,24.27,24.78,1.021,0.021,0,低,批次01-202505,24.21,0.57,衍生模拟,
P0003928,H2601,ZZTP,WSD,2025-05-21,23.48,24.11,1.0268,0.0268,0,低,批次01-202505,23.33,0.78,衍生模拟,
P0003929,H2601,AZTP,WSE,2025-05-21,20.45,18.85,0.9218,-0.0782,2,中,批次01-202505,18.71,0.14,衍生模拟,
P0003930,H2601,AZTP,WSF,2025-05-21,17.64,16.09,0.9121,-0.0879,2,中,批次01-202505,16,0.09,衍生模拟,
P0003931,H2602,YCL,WSA,2025-05-21,37.05,36.36,0.9814,-0.0186,0,低,批次01-202505,35.9,0.46,衍生模拟,
P0003932,H2602,YCL,WSB,2025-05-21,32.84,32.41,0.9869,-0.0131,0,低,批次01-202505,31.59,0.82,衍生模拟,
P0003933,H2602,ZZTP,WSC,2025-05-21,22.97,23.05,1.0035,0.0035,0,低,批次01-202505,22.94,0.11,衍生模拟,
P0003934,H2602,ZZTP,WSD,2025-05-21,24.44,24.32,0.9951,-0.0049,0,低,批次01-202505,23.54,0.78,衍生模拟,
P0003935,H2602,AZTP,WSE,2025-05-21,17.08,16.81,0.9842,-0.0158,0,低,批次01-202505,16.31,0.5,衍生模拟,
P0003936,H2602,AZTP,WSF,2025-05-21,16.25,15.75,0.9692,-0.0308,1,低,批次01-202505,15.45,0.3,衍生模拟,
P0003937,H2603,YCL,WSA,2025-05-21,31.8,31.29,0.984,-0.016,0,低,批次02-202505,30.81,0.48,衍生模拟,
P0003938,H2603,YCL,WSB,2025-05-21,31.02,30.47,0.9823,-0.0177,0,低,批次02-202505,30.26,0.21,衍生模拟,
P0003939,H2603,ZZTP,WSC,2025-05-21,26.68,25.85,0.9689,-0.0311,1,低,批次02-202505,25.58,0.27,衍生模拟,
P0003940,H2603,ZZTP,WSD,2025-05-21,24.44,23.23,0.9505,-0.0495,1,低,批次02-202505,22.57,0.66,衍生模拟,
P0003941,H2603,AZTP,WSE,2025-05-21,20.97,20.85,0.9943,-0.0057,0,低,批次02-202505,20.31,0.54,衍生模拟,
P0003942,H2603,AZTP,WSF,2025-05-21,17.3,17.07,0.9867,-0.0133,0,低,批次02-202505,16.48,0.59,衍生模拟,
P0003943,H2604,YCL,WSA,2025-05-21,31.94,28.47,0.8914,-0.1086,3,中,批次02-202505,27.66,0.81,衍生模拟,
P0003944,H2604,YCL,WSB,2025-05-21,35.7,32.09,0.8989,-0.1011,3,中,批次02-202505,31.79,0.3,衍生模拟,
P0003945,H2604,ZZTP,WSC,2025-05-21,23.78,22.12,0.9302,-0.0698,2,中,批次02-202505,21.41,0.71,衍生模拟,
P0003946,H2604,ZZTP,WSD,2025-05-21,23.51,21.93,0.9328,-0.0672,2,中,批次02-202505,21.81,0.12,衍生模拟,
P0003947,H2604,AZTP,WSE,2025-05-21,20.13,17.94,0.8912,-0.1088,3,中,批次02-202505,17.75,0.19,衍生模拟,
P0003948,H2604,AZTP,WSF,2025-05-21,21.36,18.89,0.8844,-0.1156,3,中,批次02-202505,18.45,0.44,衍生模拟,
P0003949,H2605,YCL,WSA,2025-05-21,39.19,37.47,0.9561,-0.0439,1,低,批次03-202505,36.22,1.25,衍生模拟,
P0003950,H2605,YCL,WSB,2025-05-21,37.07,35.38,0.9544,-0.0456,1,低,批次03-202505,34.74,0.64,衍生模拟,
P0003951,H2605,ZZTP,WSC,2025-05-21,25.55,26.31,1.0297,0.0297,0,低,批次03-202505,25.55,0.76,衍生模拟,
P0003952,H2605,ZZTP,WSD,2025-05-21,22.56,22.95,1.0173,0.0173,0,低,批次03-202505,22.59,0.36,衍生模拟,
P0003953,H2605,AZTP,WSE,2025-05-21,22.47,21.89,0.9742,-0.0258,1,低,批次03-202505,21.61,0.28,衍生模拟,
P0003954,H2605,AZTP,WSF,2025-05-21,21.55,21,0.9745,-0.0255,1,低,批次03-202505,20.55,0.45,衍生模拟,
P0003955,H2606,YCL,WSA,2025-05-21,37.52,36.7,0.9781,-0.0219,1,低,批次03-202505,36.4,0.3,衍生模拟,
P0003956,H2606,YCL,WSB,2025-05-21,35.2,34.46,0.979,-0.021,1,低,批次03-202505,33.81,0.65,衍生模拟,
P0003957,H2606,ZZTP,WSC,2025-05-21,28.89,28.75,0.9952,-0.0048,0,低,批次03-202505,28.01,0.74,衍生模拟,
P0003958,H2606,ZZTP,WSD,2025-05-21,29.02,28.96,0.9979,-0.0021,0,低,批次03-202505,28.76,0.2,衍生模拟,
P0003959,H2606,AZTP,WSE,2025-05-21,19.65,19.55,0.9949,-0.0051,0,低,批次03-202505,18.91,0.64,衍生模拟,
P0003960,H2606,AZTP,WSF,2025-05-21,22.19,21.86,0.9851,-0.0149,0,低,批次03-202505,21.63,0.23,衍生模拟,
P0003961,H2601,YCL,WSA,2025-05-22,28.91,17.73,0.6133,-0.3867,12,高,批次01-202505,17.16,0.57,衍生模拟,源头异常
P0003962,H2601,YCL,WSB,2025-05-22,30.26,19.04,0.6292,-0.3708,12,高,批次01-202505,18.49,0.55,衍生模拟,源头异常
P0003963,H2601,ZZTP,WSC,2025-05-22,25.29,26.05,1.0301,0.0301,0,低,批次01-202505,25.56,0.49,衍生模拟,
P0003964,H2601,ZZTP,WSD,2025-05-22,19.44,20.02,1.0298,0.0298,0,低,批次01-202505,19.9,0.12,衍生模拟,
P0003965,H2601,AZTP,WSE,2025-05-22,19.66,18.07,0.9191,-0.0809,2,中,批次01-202505,17.73,0.34,衍生模拟,
P0003966,H2601,AZTP,WSF,2025-05-22,16.63,15.16,0.9116,-0.0884,2,中,批次01-202505,14.91,0.25,衍生模拟,
P0003967,H2602,YCL,WSA,2025-05-22,32.06,31.15,0.9716,-0.0284,1,低,批次01-202505,30.26,0.89,衍生模拟,
P0003968,H2602,YCL,WSB,2025-05-22,28.3,27.82,0.983,-0.017,0,低,批次01-202505,27.4,0.42,衍生模拟,
P0003969,H2602,ZZTP,WSC,2025-05-22,22.31,22.14,0.9924,-0.0076,0,低,批次01-202505,21.73,0.41,衍生模拟,
P0003970,H2602,ZZTP,WSD,2025-05-22,19.69,19.48,0.9893,-0.0107,0,低,批次01-202505,18.88,0.6,衍生模拟,
P0003971,H2602,AZTP,WSE,2025-05-22,18.25,17.85,0.9781,-0.0219,1,低,批次01-202505,17.67,0.18,衍生模拟,
P0003972,H2602,AZTP,WSF,2025-05-22,17.81,17.46,0.9803,-0.0197,0,低,批次01-202505,17.24,0.22,衍生模拟,
P0003973,H2603,YCL,WSA,2025-05-22,31.61,31.13,0.9848,-0.0152,0,低,批次02-202505,30.54,0.59,衍生模拟,
P0003974,H2603,YCL,WSB,2025-05-22,34.83,33.75,0.969,-0.031,1,低,批次02-202505,32.65,1.1,衍生模拟,
P0003975,H2603,ZZTP,WSC,2025-05-22,28.76,27.82,0.9673,-0.0327,1,低,批次02-202505,27.57,0.25,衍生模拟,
P0003976,H2603,ZZTP,WSD,2025-05-22,24.02,23.03,0.9588,-0.0412,1,低,批次02-202505,22.3,0.73,衍生模拟,
P0003977,H2603,AZTP,WSE,2025-05-22,18.34,18.26,0.9956,-0.0044,0,低,批次02-202505,18.16,0.1,衍生模拟,
P0003978,H2603,AZTP,WSF,2025-05-22,20.85,20.43,0.9799,-0.0201,1,低,批次02-202505,20.03,0.4,衍生模拟,
P0003979,H2604,YCL,WSA,2025-05-22,38.53,34.68,0.9001,-0.0999,2,中,批次02-202505,33.88,0.8,衍生模拟,
P0003980,H2604,YCL,WSB,2025-05-22,28.77,25.68,0.8926,-0.1074,3,中,批次02-202505,25.37,0.31,衍生模拟,
P0003981,H2604,ZZTP,WSC,2025-05-22,26.31,24.67,0.9377,-0.0623,2,中,批次02-202505,24.08,0.59,衍生模拟,
P0003982,H2604,ZZTP,WSD,2025-05-22,23.44,22.08,0.942,-0.058,2,中,批次02-202505,21.85,0.23,衍生模拟,
P0003983,H2604,AZTP,WSE,2025-05-22,18.19,16.25,0.8933,-0.1067,3,中,批次02-202505,15.79,0.46,衍生模拟,
P0003984,H2604,AZTP,WSF,2025-05-22,19.64,17.39,0.8854,-0.1146,3,中,批次02-202505,16.91,0.48,衍生模拟,
P0003985,H2605,YCL,WSA,2025-05-22,39.8,38.04,0.9558,-0.0442,1,低,批次03-202505,37.62,0.42,衍生模拟,
P0003986,H2605,YCL,WSB,2025-05-22,37.86,36.03,0.9517,-0.0483,1,低,批次03-202505,35.34,0.69,衍生模拟,
P0003987,H2605,ZZTP,WSC,2025-05-22,29.97,30.87,1.03,0.03,0,低,批次03-202505,30.43,0.44,衍生模拟,
P0003988,H2605,ZZTP,WSD,2025-05-22,26.3,26.8,1.019,0.019,0,低,批次03-202505,26.13,0.67,衍生模拟,
P0003989,H2605,AZTP,WSE,2025-05-22,19.37,18.99,0.9804,-0.0196,0,低,批次03-202505,18.86,0.13,衍生模拟,
P0003990,H2605,AZTP,WSF,2025-05-22,17.56,17.24,0.9818,-0.0182,0,低,批次03-202505,16.97,0.27,衍生模拟,
P0003991,H2606,YCL,WSA,2025-05-22,39.25,38.4,0.9783,-0.0217,1,低,批次03-202505,37.94,0.46,衍生模拟,
P0003992,H2606,YCL,WSB,2025-05-22,33.64,32.76,0.9738,-0.0262,1,低,批次03-202505,32.36,0.4,衍生模拟,
P0003993,H2606,ZZTP,WSC,2025-05-22,29.8,29.92,1.004,0.004,0,低,批次03-202505,29.13,0.79,衍生模拟,
P0003994,H2606,ZZTP,WSD,2025-05-22,29.2,29.33,1.0045,0.0045,0,低,批次03-202505,28.58,0.75,衍生模拟,
P0003995,H2606,AZTP,WSE,2025-05-22,21.59,21.29,0.9861,-0.0139,0,低,批次03-202505,20.7,0.59,衍生模拟,
P0003996,H2606,AZTP,WSF,2025-05-22,18.55,18.56,1.0005,0.0005,0,低,批次03-202505,18.09,0.47,衍生模拟,
P0003997,H2601,YCL,WSA,2025-05-23,30.69,19.45,0.6338,-0.3662,12,高,批次01-202505,18.83,0.62,衍生模拟,源头异常
P0003998,H2601,YCL,WSB,2025-05-23,27.67,17.07,0.6169,-0.3831,12,高,批次01-202505,16.7,0.37,衍生模拟,源头异常
P0003999,H2601,ZZTP,WSC,2025-05-23,22.88,23.57,1.0302,0.0302,0,低,批次01-202505,22.77,0.8,衍生模拟,
P0004000,H2601,ZZTP,WSD,2025-05-23,18.4,18.88,1.0261,0.0261,0,低,批次01-202505,18.29,0.59,衍生模拟,
P0004001,H2601,AZTP,WSE,2025-05-23,16.03,14.56,0.9083,-0.0917,2,中,批次01-202505,14.3,0.26,衍生模拟,
P0004002,H2601,AZTP,WSF,2025-05-23,15.12,13.8,0.9127,-0.0873,2,中,批次01-202505,13.38,0.42,衍生模拟,
P0004003,H2602,YCL,WSA,2025-05-23,31.05,30.15,0.971,-0.029,1,低,批次01-202505,29.32,0.83,衍生模拟,
P0004004,H2602,YCL,WSB,2025-05-23,27.17,26.79,0.986,-0.014,0,低,批次01-202505,25.96,0.83,衍生模拟,
P0004005,H2602,ZZTP,WSC,2025-05-23,27.06,26.88,0.9933,-0.0067,0,低,批次01-202505,26.03,0.85,衍生模拟,
P0004006,H2602,ZZTP,WSD,2025-05-23,20.24,19.97,0.9867,-0.0133,0,低,批次01-202505,19.75,0.22,衍生模拟,
P0004007,H2602,AZTP,WSE,2025-05-23,17.54,17.31,0.9869,-0.0131,0,低,批次01-202505,16.71,0.6,衍生模拟,
P0004008,H2602,AZTP,WSF,2025-05-23,19.92,19.62,0.9849,-0.0151,0,低,批次01-202505,19.3,0.32,衍生模拟,
P0004009,H2603,YCL,WSA,2025-05-23,30.11,29.55,0.9814,-0.0186,0,低,批次02-202505,29.15,0.4,衍生模拟,
P0004010,H2603,YCL,WSB,2025-05-23,28.92,28.1,0.9716,-0.0284,1,低,批次02-202505,27.65,0.45,衍生模拟,
P0004011,H2603,ZZTP,WSC,2025-05-23,25.65,24.59,0.9587,-0.0413,1,低,批次02-202505,23.93,0.66,衍生模拟,
P0004012,H2603,ZZTP,WSD,2025-05-23,20.44,19.54,0.956,-0.044,1,低,批次02-202505,18.93,0.61,衍生模拟,
P0004013,H2603,AZTP,WSE,2025-05-23,22.1,22.01,0.9959,-0.0041,0,低,批次02-202505,21.85,0.16,衍生模拟,
P0004014,H2603,AZTP,WSF,2025-05-23,18.53,18.11,0.9773,-0.0227,1,低,批次02-202505,17.72,0.39,衍生模拟,
P0004015,H2604,YCL,WSA,2025-05-23,34.87,31.23,0.8956,-0.1044,3,中,批次02-202505,30.39,0.84,衍生模拟,
P0004016,H2604,YCL,WSB,2025-05-23,32.87,29.03,0.8832,-0.1168,3,中,批次02-202505,28.27,0.76,衍生模拟,
P0004017,H2604,ZZTP,WSC,2025-05-23,27.31,25.89,0.948,-0.052,2,中,批次02-202505,25.54,0.35,衍生模拟,
P0004018,H2604,ZZTP,WSD,2025-05-23,22.98,21.76,0.9469,-0.0531,2,中,批次02-202505,21.65,0.11,衍生模拟,
P0004019,H2604,AZTP,WSE,2025-05-23,21.61,19.08,0.8829,-0.1171,3,中,批次02-202505,18.42,0.66,衍生模拟,
P0004020,H2604,AZTP,WSF,2025-05-23,20.86,18.52,0.8878,-0.1122,3,中,批次02-202505,18.2,0.32,衍生模拟,
P0004021,H2605,YCL,WSA,2025-05-23,38.63,36.23,0.9379,-0.0621,2,中,批次03-202505,35.8,0.43,衍生模拟,
P0004022,H2605,YCL,WSB,2025-05-23,33.97,32.2,0.9479,-0.0521,2,中,批次03-202505,31.19,1.01,衍生模拟,
P0004023,H2605,ZZTP,WSC,2025-05-23,23.74,24.2,1.0194,0.0194,0,低,批次03-202505,23.95,0.25,衍生模拟,
P0004024,H2605,ZZTP,WSD,2025-05-23,24.61,25.35,1.0301,0.0301,0,低,批次03-202505,24.6,0.75,衍生模拟,
P0004025,H2605,AZTP,WSE,2025-05-23,20.96,20.49,0.9776,-0.0224,1,低,批次03-202505,20.11,0.38,衍生模拟,
P0004026,H2605,AZTP,WSF,2025-05-23,19.6,19.19,0.9791,-0.0209,1,低,批次03-202505,19.02,0.17,衍生模拟,
P0004027,H2606,YCL,WSA,2025-05-23,38.02,37.07,0.975,-0.025,1,低,批次03-202505,35.94,1.13,衍生模拟,
P0004028,H2606,YCL,WSB,2025-05-23,40.12,39.09,0.9743,-0.0257,1,低,批次03-202505,38.15,0.94,衍生模拟,
P0004029,H2606,ZZTP,WSC,2025-05-23,24.69,24.78,1.0036,0.0036,0,低,批次03-202505,24.53,0.25,衍生模拟,
P0004030,H2606,ZZTP,WSD,2025-05-23,24.72,24.68,0.9984,-0.0016,0,低,批次03-202505,24.23,0.45,衍生模拟,
P0004031,H2606,AZTP,WSE,2025-05-23,23.79,23.67,0.995,-0.005,0,低,批次03-202505,23.28,0.39,衍生模拟,
P0004032,H2606,AZTP,WSF,2025-05-23,19.62,19.57,0.9975,-0.0025,0,低,批次03-202505,19.3,0.27,衍生模拟,
P0004033,H2601,YCL,WSA,2025-05-24,30.21,18.15,0.6008,-0.3992,12,高,批次01-202505,17.97,0.18,衍生模拟,源头异常
P0004034,H2601,YCL,WSB,2025-05-24,26.8,17.16,0.6403,-0.3597,12,高,批次01-202505,16.79,0.37,衍生模拟,源头异常
P0004035,H2601,ZZTP,WSC,2025-05-24,19.9,20.44,1.0271,0.0271,0,低,批次01-202505,19.86,0.58,衍生模拟,
P0004036,H2601,ZZTP,WSD,2025-05-24,21,21.63,1.03,0.03,0,低,批次01-202505,21.16,0.47,衍生模拟,
P0004037,H2601,AZTP,WSE,2025-05-24,17.46,16.05,0.9192,-0.0808,2,中,批次01-202505,15.75,0.3,衍生模拟,
P0004038,H2601,AZTP,WSF,2025-05-24,15.41,14.13,0.9169,-0.0831,2,中,批次01-202505,13.83,0.3,衍生模拟,
P0004039,H2602,YCL,WSA,2025-05-24,30.82,30.29,0.9828,-0.0172,0,低,批次01-202505,29.55,0.74,衍生模拟,
P0004040,H2602,YCL,WSB,2025-05-24,26.65,25.9,0.9719,-0.0281,1,低,批次01-202505,25.48,0.42,衍生模拟,
P0004041,H2602,ZZTP,WSC,2025-05-24,26.54,26.49,0.9981,-0.0019,0,低,批次01-202505,26.11,0.38,衍生模拟,
P0004042,H2602,ZZTP,WSD,2025-05-24,24.01,23.78,0.9904,-0.0096,0,低,批次01-202505,23.26,0.52,衍生模拟,
P0004043,H2602,AZTP,WSE,2025-05-24,18.74,18.45,0.9845,-0.0155,0,低,批次01-202505,17.99,0.46,衍生模拟,
P0004044,H2602,AZTP,WSF,2025-05-24,19.28,18.81,0.9756,-0.0244,1,低,批次01-202505,18.46,0.35,衍生模拟,
P0004045,H2603,YCL,WSA,2025-05-24,36.08,35.45,0.9825,-0.0175,0,低,批次02-202505,34.37,1.08,衍生模拟,
P0004046,H2603,YCL,WSB,2025-05-24,35.11,34.45,0.9812,-0.0188,0,低,批次02-202505,33.36,1.09,衍生模拟,
P0004047,H2603,ZZTP,WSC,2025-05-24,26.61,25.78,0.9688,-0.0312,1,低,批次02-202505,25,0.78,衍生模拟,
P0004048,H2603,ZZTP,WSD,2025-05-24,20.16,19.44,0.9643,-0.0357,1,低,批次02-202505,19.21,0.23,衍生模拟,
P0004049,H2603,AZTP,WSE,2025-05-24,19.61,19.45,0.9918,-0.0082,0,低,批次02-202505,18.93,0.52,衍生模拟,
P0004050,H2603,AZTP,WSF,2025-05-24,19.97,19.74,0.9885,-0.0115,0,低,批次02-202505,19.26,0.48,衍生模拟,
P0004051,H2604,YCL,WSA,2025-05-24,33.14,29.43,0.8881,-0.1119,3,中,批次02-202505,29.05,0.38,衍生模拟,
P0004052,H2604,YCL,WSB,2025-05-24,34.86,31.24,0.8962,-0.1038,3,中,批次02-202505,30.48,0.76,衍生模拟,
P0004053,H2604,ZZTP,WSC,2025-05-24,27.03,25.5,0.9434,-0.0566,2,中,批次02-202505,25.09,0.41,衍生模拟,
P0004054,H2604,ZZTP,WSD,2025-05-24,27.08,25.61,0.9457,-0.0543,2,中,批次02-202505,25.25,0.36,衍生模拟,
P0004055,H2604,AZTP,WSE,2025-05-24,19.2,16.9,0.8802,-0.1198,3,中,批次02-202505,16.62,0.28,衍生模拟,
P0004056,H2604,AZTP,WSF,2025-05-24,20.91,18.53,0.8862,-0.1138,3,中,批次02-202505,18.1,0.43,衍生模拟,
P0004057,H2605,YCL,WSA,2025-05-24,39.44,37.47,0.9501,-0.0499,1,低,批次03-202505,36.19,1.28,衍生模拟,
P0004058,H2605,YCL,WSB,2025-05-24,32.85,31,0.9437,-0.0563,2,中,批次03-202505,30.77,0.23,衍生模拟,
P0004059,H2605,ZZTP,WSC,2025-05-24,27.97,28.59,1.0222,0.0222,0,低,批次03-202505,28.02,0.57,衍生模拟,
P0004060,H2605,ZZTP,WSD,2025-05-24,27.45,28.28,1.0302,0.0302,0,低,批次03-202505,27.52,0.76,衍生模拟,
P0004061,H2605,AZTP,WSE,2025-05-24,22.41,22.06,0.9844,-0.0156,0,低,批次03-202505,21.44,0.62,衍生模拟,
P0004062,H2605,AZTP,WSF,2025-05-24,22.5,21.77,0.9676,-0.0324,1,低,批次03-202505,21.62,0.15,衍生模拟,
P0004063,H2606,YCL,WSA,2025-05-24,36.22,34.87,0.9627,-0.0373,1,低,批次03-202505,34.3,0.57,衍生模拟,
P0004064,H2606,YCL,WSB,2025-05-24,32.29,31.56,0.9774,-0.0226,1,低,批次03-202505,31.3,0.26,衍生模拟,
P0004065,H2606,ZZTP,WSC,2025-05-24,27.02,27.06,1.0015,0.0015,0,低,批次03-202505,26.67,0.39,衍生模拟,
P0004066,H2606,ZZTP,WSD,2025-05-24,25.22,25.2,0.9992,-0.0008,0,低,批次03-202505,24.33,0.87,衍生模拟,
P0004067,H2606,AZTP,WSE,2025-05-24,24.17,24.14,0.9988,-0.0012,0,低,批次03-202505,23.84,0.3,衍生模拟,
P0004068,H2606,AZTP,WSF,2025-05-24,18.61,18.63,1.0011,0.0011,0,低,批次03-202505,18.53,0.1,衍生模拟,
P0004069,H2601,YCL,WSA,2025-05-25,33.75,20.58,0.6098,-0.3902,12,高,批次01-202505,20.27,0.31,衍生模拟,源头异常
P0004070,H2601,YCL,WSB,2025-05-25,28.27,17.64,0.624,-0.376,12,高,批次01-202505,17.07,0.57,衍生模拟,源头异常
P0004071,H2601,ZZTP,WSC,2025-05-25,23.77,24.43,1.0278,0.0278,0,低,批次01-202505,23.76,0.67,衍生模拟,
P0004072,H2601,ZZTP,WSD,2025-05-25,20.07,20.52,1.0224,0.0224,0,低,批次01-202505,20.12,0.4,衍生模拟,
P0004073,H2601,AZTP,WSE,2025-05-25,20.72,18.72,0.9035,-0.0965,2,中,批次01-202505,18.3,0.42,衍生模拟,
P0004074,H2601,AZTP,WSF,2025-05-25,17.72,16.34,0.9221,-0.0779,2,中,批次01-202505,16.04,0.3,衍生模拟,
P0004075,H2602,YCL,WSA,2025-05-25,31.58,31.08,0.9842,-0.0158,0,低,批次01-202505,30.61,0.47,衍生模拟,
P0004076,H2602,YCL,WSB,2025-05-25,28.78,28.29,0.983,-0.017,0,低,批次01-202505,28.14,0.15,衍生模拟,
P0004077,H2602,ZZTP,WSC,2025-05-25,24.73,24.49,0.9903,-0.0097,0,低,批次01-202505,23.85,0.64,衍生模拟,
P0004078,H2602,ZZTP,WSD,2025-05-25,25.23,24.93,0.9881,-0.0119,0,低,批次01-202505,24.25,0.68,衍生模拟,
P0004079,H2602,AZTP,WSE,2025-05-25,16.95,16.58,0.9782,-0.0218,1,低,批次01-202505,16.33,0.25,衍生模拟,
P0004080,H2602,AZTP,WSF,2025-05-25,17.44,16.93,0.9708,-0.0292,1,低,批次01-202505,16.55,0.38,衍生模拟,
P0004081,H2603,YCL,WSA,2025-05-25,32.46,31.96,0.9846,-0.0154,0,低,批次02-202505,31.61,0.35,衍生模拟,
P0004082,H2603,YCL,WSB,2025-05-25,30.52,29.62,0.9705,-0.0295,1,低,批次02-202505,28.69,0.93,衍生模拟,
P0004083,H2603,ZZTP,WSC,2025-05-25,22.18,21.2,0.9558,-0.0442,1,低,批次02-202505,20.49,0.71,衍生模拟,
P0004084,H2603,ZZTP,WSD,2025-05-25,22.51,21.69,0.9636,-0.0364,1,低,批次02-202505,20.99,0.7,衍生模拟,
P0004085,H2603,AZTP,WSE,2025-05-25,19.25,18.86,0.9797,-0.0203,1,低,批次02-202505,18.35,0.51,衍生模拟,
